Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
N/A,7/15/2019 9:34 AM,Verbal Warning,Male,Traffic Sign/Signal,5002 S. Blackstone,African American,disobey stopsign,No
N/A,7/15/2019 11:13 AM,Verbal Warning,Male,Traffic Sign/Signal,5302 S. Cornell,African American,disobey redlight,No
N/A,7/15/2019 1:31 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Drexel,African American,disobey stopsign,No
One Citation Issued,7/15/2019 7:38 PM,Citation Issued,Male,Traffic sign/signal,5300 Dorchester,African American,failed to stop at sign,No
N/A,7/16/2019 7:40 AM,Verbal Warning,Male,Moving Violation - Other,5014 S Blackstone,African American,failure to yield,No
N/A,7/16/2019 5:40 PM,Verbal Warning,Male,Moving Violation - Other,5300 University,African American,Failed to yield to bike in crosswalk,No
N/A,7/16/2019 9:47 PM,Verbal Warning,Female,Traffic sign/signal,4900 Woodlawn,African American,Failed to stop at sign,No
N/A,7/16/2019 11:20 PM,Verbal Warning,Female,Traffic sign/signal,5200 Woodlawn,African American,Failed to stop at sign,No
N/A,7/17/2019 8:52 AM,Verbal Warning,Male,Traffic sign/signal,5900 S. Harper,African American,Disobeyed traffic control device,No
N/A,7/17/2019 9:49 AM,Verbal Warning,Female,Traffic sign/signal,4815 S. Ellis,African American,Disobeyed Stop Sign,No
One Citation Issued,7/18/2019 9:03 AM,Citation Issued,Male,Traffic sign/signal,5800 S University,African American,Disobeying Traffic Control Device,No
N/A,7/18/2019 5:25 PM,Verbal Warning,Male,Traffic sign/signal,4700 S Greenwood,African American,Disobeyed stop sign,No
One Citation Issued,7/18/2019 8:40 PM,Citation Issued,Male,Lane Violation,5200 S Cottage Grove,African American,Improper overtaking,No
N/A,7/19/2019 2:16 PM,Verbal Warning,Male,Traffic sign/signal,5240 S Ingleside,African American,Disobeyed Stop Sign,No
N/A,7/19/2019 5:53 PM,Verbal Warning,Female,Traffic sign/signal,5622 Woodlawn,Caucasian,Failed to stop at sign,No
N/A,7/19/2019 9:38 PM,Verbal Warning,Female,Traffic sign/signal,4900 Blackstone,African American,Failed to stop at sign,No
N/A,7/19/2019 11:25 PM,Verbal Warning,Male,Equipment,5800 Cottage,African American,No headlights,No
N/A,7/20/2019 12:15 PM,Verbal Warning,Male,Traffic sign/signal,957 E 61st St,African American,Stop sign,No
N/A,7/21/2019 7:27 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Lake Park,African American,Failed to stop at light,No
N/A,7/21/2019 7:55 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 Kenwood,African American,Failed to stop at sign,No
N/A,7/21/2019 9:03 PM,Verbal Warning,Female,Traffic Sign/Signal,4800 Kenwood,African American,Failed to stop at sign,No
N/A,7/21/2019 5:18 PM,Verbal Warning,Male,Lane Violation,5616 S Maryland,Asian,Wrong way on a one way,No
N/A,7/22/2019 9:16 AM,Verbal Warning,Female,Speed,1400 E Midway Plaisance,African American,Speeding,No
N/A,7/22/2019 10:57 AM,Verbal Warning,Male,Speed,1600 S Woodlawn Ave,Caucasian,Speeding,No
N/A,7/22/2019 11:39 AM,Verbal Warning,Male,Speed,800 E Midway Plaisance,African American,Speeding,No
N/A,7/22/2019 6:10 PM,Verbal Warning,Female,Traffic Sign/Signal,5641 S. Lake Park,Hispanic,Stop Sign Violation,No
N/A,7/22/2019 10:20 PM,Verbal Warning,Male,Speed,5100 S. Hyde Park Blvd.,African American,Speeding,No
N/A,7/22/2019 11:54 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Lake Park,African American,Red Light Violation,No
N/A,7/23/2019 12:41 AM,Verbal Warning,Female,Moving Violation � Other,5815 S. Cottage Grove,African American,Obstructing Traffic,No
N/A,7/23/2019 10:57 AM,Verbal Warning,Male,Traffic Sign/Signal,5482 S Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
N/A,7/23/2019 9:50 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 S Kenwood,African American,Stop sign violation,No
N/A,7/24/2019 7:57 PM,Verbal Warning,Male,Traffic Sign/Signal,4937 Woodlawn,African American,Failed to stop at sign,No
N/A,7/26/2019 9:15 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 S. Ellis,African  American,Disobeyed Stop Sign,No
N/A,7/26/2019 12:21 PM,Verbal Warning,Male,Traffic Sign/Signal,800 E. Midway  Plaisance,African  American,Disobeying Traffic Control  Signal,No
N/A,7/26/2019 5:17 PM,Verbal Warning,Female,Traffic Sign/Signal,1300 E. Dorchester,African American,Disobeyed Stop Sign,No
N/A,7/26/2019 9:59 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S. Stony Island,African American,Stop Sign Violation,No
N/A,7/26/2019 10:33 PM,Verbal Warning,Male,Lane Violation,5700 S. Dorchester,African American,No Turn Signal,No
N/A,7/27/2019 1:05 AM,Verbal Warning,Female,Equipment,5200 S. Drexel,African American,No Headlights When Required,No
N/A,7/27/2019 1:13 AM,Verbal Warning,Female,Traffic Sign/Signal,5400 S. Lake Park,African American,Red Light Violation,No
N/A,7/27/2019 2:12 AM,Verbal Warning,Male,Lane Violation,5200 S. Ellis,African American,Wrong Way On One-Way,No
N/A,7/27/2019 4:11 AM,Verbal Warning,Female,Lane Violation,5028 S. Blackstone,African American,Wrong Way On One-Way,No
N/A,7/27/2019 9:54 AM,Verbal Warning,Male,Traffic Sign/Signal,5527 S. University,Hispanic,Disobeyed  Stop Sign,No
N/A,7/27/2019 1:53 PM,Verbal Warning,Male,Traffic Sign/Signal,1375 E. 55th Street,African American,Disobeyed  Stop Sign,No
N/A,7/27/2019 4:44 PM,Verbal Warning,Male,Lane Violation,5800 S. University,African American,Improper  Lane Usage,No
N/A,7/27/2019 9:10 PM,Verbal Warning,Female,Equipment,1159 E. 56th Street,Asian,No Headlights When Required,No
Three citations issued,7/27/2019 10:15 PM,Citation Issued,Female,Equipment,4820 S. Woodlawn,African American,No Headlights When Required,No
Two citations issued,7/27/2019 11:57 PM,Citation Issued,Male,Lane Violation,5300 S Ingleside,Hispanic,Wrong way on one way street,No
N/A,7/28/2019 12:46 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 S Woodlawn,African American,Stop Sign Violation,No
N/A,7/28/2019 3:47 AM,Verbal Warning,Female,Lane Violation,1500 E 53rd Street,African American,Wrong way on one way,No
N/A,7/28/2018 9:11 AM,Verbal Warning,Male,Lane Violation,6031 S. Cottage,African American,Failure to Signal when Required,No
One Citation Issued,7/28/2019 10:30 AM,Citation Issued,Female,Traffic Sign/Signal,1001 E. 53rd Street,African American,Disobeyed Stop Sign,No
N/A,7/28/2019 12:16 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Kimbark,Caucasian,Disobeyed Traffic Control  Signal,No
N/A,7/28/2019 2:15 PM,Verbal Warning,Male,Speed,6040 S. Woodlawn Ave,African  American,Speeding,No
N/A,7/28/2019 2:39 PM,Verbal Warning,Male,Speed,1200 E. Midway Plasaince,African American,Speeding,No
N/A,7/28/2019 3:15 PM,Verbal Warning,Male,Speed,6000 S. Woodlawn Ave,Caucasian,Speeding,no
N/A,7/29/2019 11:03 AM,Verbal Warning,Female,Lane Violation,850 E 59th St,African American,NO SIGNAL FOR TURN,No
N/A,7/29/2019 9:01 PM,Verbal Warning,Male,Traffic Sign/Signal,6400 Woodlawn,African American,Failed to stop at light,No
N/A,7/29/2019 9:24 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 Woodlawn,African American,Failed to stop at sign,No
Two Citations issued,7/29/2019 9:42 PM,Citation Issued,Male,Traffic Sign/Signal,5300 Woodlawn,African American,Failed to stop at light,No
N/A,7/29/2019 9:57 PM,Verbal Warning,Female,Lane Violation,5100 Woodlawn,Caucasian,Wrong way on a one way,No
N/A,7/30/2019 9:06 PM,Verbal Warning,Female,Traffic Sign/Signal,4800 Woodlawn,African American,Failed to stop at sign,No
N/A,7/30/2019 10:51 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 Woodlawn,African American,Failed to stop at sign,No
N/A,7/30/2019 11:46 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Woodlawn,African American,Failed to stop at sign,Yes
N/A,7/31/2019 1:02 AM,Verbal Warning,Male,Lane Violation,5500 Kenwood,African American,Wrong way on a one way,No
N/A,7/31/2019 7:03 PM,Verbal Warning,Male,Lane Violation,5500 S Kimbark,African American,Improper turn,No
One Citation Issued,7/31/2019 10:50 PM,Citation Issued,Male,Lane Violation,5800 S Woodlawn,African American,No turn signal,Yes
One Citation Issued,7/31/2019 10:51 PM,Citation Issued,Female,Traffic sign/signal,950 E 54th Street,African American,Stop Sign Violation,No
N/A,8/1/2019 11:56 AM,Verbal Warning,Male,Lane Violation,5600 S Payne,African American,Improper turn,No
N/A,8/1/2019 5:37 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Kenwood,Caucasian,Failed to stop at light,No
N/A,8/1/2019 11:38 PM,verbal Warning,Male,Traffic Sign/Signal,5500 Ellis,African American,Failed to stop at light,No
0,8/2/2019 9:43 AM,Verbal Warning,Male,Traffic Sign/Signal,5807 S Woodlawn,African American,disobey stop sign,No
0,8/2/2019 8:08 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 Woodlawn,African American,Failed to stop at sign,No
0,8/2/2019 8:39 PM,Verbal Warning,Male,Traffic Sign/Signal,4800 Drexel,African American,Failed to stop at sign,No
1,8/2/2019 8:41 PM,Citation Issued,Male,Traffic Sign/Signal,5300 Woodlawn,Caucasian,Failed to stop at light,No
0,8/2/2019 9:13 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Kimbark,African American,Failed to stop at sign,No
0,8/2/2019 9:18 PM,Verbal Warning,Female,Lane Violation,1516 E 55th,African American,Illegal Turn,No
2,8/2/2019 9:43 PM,Citation Issued,Male,Lane Violation,5506 Lake Park,African American,Illegal Turn,No
0,8/2/2019 11:18 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Shore Dr,African American,Failed to stop at sign,No
2,8/2/2019 11:21 PM,Citation Issued,Female,Traffic Sign/Signal,5400 Woodlawn,African American,Failed to stop at light,No
0,8/3/2019 2:28 AM,Verbal Warning,Female,Traffic Sign/Signal,5300 Woodlawn,African American,Failed to stop at sign,No
0,8/3/2019 2:34 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 Ellis,African American,Failed to stop at sign,No
0,8/3/2019 1:59 PM,Verbal Warning,Female,Moving Violation - Other,6300 University,African American,driving down one-way,No
0,8/4/2019 2:38 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 University,African American,Failed to stop at sign,No
0,8/4/2019 8:52 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 Woodlawn,Asian,Failed to stop at light,No
0,8/4/2019 9:36 PM,Verbal Warning,Female,Lane Violation,5800 University,African American,Wrong way on a one way,No
0,8/4/2019 9:38 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 Hyde Park,African American,Failed to stop at sign,No
1,8/4/2019 9:43 PM,Citation Issued,Male,Traffic Sign/Signal,6100 Woodlawn,African American,Failed to stop at sign,No
0,8/5/2019 1:31 AM,Verbal Warning,Male,Lane Violation,Dorchester & Midway,African American,Wrong way on a one way,No
N/A,8/5/2019 9:05 PM,Verbal Warning,Female,Traffic Sign/Signal,6100 S Kenwood,African American,Stop Sign Violation,No
N/A,8/5/2019 9:10 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Lake Park,African American,Stop Sign Violation,No
N/A,8/5/2019 11:02 PM,Verbal Warning,Male,Follow too close,5300 S Dorchester,African American,Follow too close,No
N/A,8/6/2019 3:25 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Lake Shore,Hispanic,Disobeyed Stop Sign,No
N/A,8/6/2019 8:15 PM,Verbal Warning,Male,License Plate/Registration,6000 S Woodlawn,African American,No license plates,No
N/A,8/6/2019 8:35 PM,Verbal Warning,Male,License Plate/Registration,W/B Midway Plaisance & Cottage Grove,African American,No license plates,No
N/A,8/6/2019 8:47 PM,Verbal Warning,Male,Lane Violation,5145 S Greenwood,African American,Wrong way on one-way,No
N/A,8/6/2019 9:21 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S Cornell,African American,Stop Sign Violation,No
N/A,8/6/2019 10:48 PM,Verbal Warning,Male,Equipment,5600 S Lake Park,African American,No head lights when required,No
N/A,8/6/2019 11:53 PM,Verbal Warning,Male,Equipment,5800 S Cornell,African American,No head lights when required,No
N/A,8/7/2019 11:31 AM,Verbal Warning,Female,Traffic sign/signal,5500 S Shore Drive,African American,disobey stop sign,No
N/A,8/7/2019 9:29 PM,Verbal Warning,Male,Traffic sign/signal,4900 Greenwood,African American,Failed to stop at sign,No
N/A,8/8/2019 4:52 PM,Verbal Warning,Male,Lane Violation,5600 S Dorchester,African American,improper passing,No
0,8/8/2019 8:15 PM,Verbal Warning,Male,Lane Violation,5300 Kimbark,Caucasian,Wrong way on a one way,No
0,8/8/2019 8:26 PM,Verbal Warning,Female,Lane Violation,5200 Blackstone,Caucasian,Wrong way on a one way,No
0,8/8/2019 11:00 PM,Verbal Warning,Female,Traffic Sign/Signal,1642 E 56th,African American,Failed to stop at sign,No
0,8/8/2019 11:35 PM,Verbal Warning,Female,Equipment,5500 Drexel,African American,No headlights when required,No
0,8/9/2019 12:04 AM,Verbal Warning,Female,Lane Violation,5900 Dorchester,African American,Wrong way on a one way,No
0,8/9/2019 1:03 AM,Verbal Warning,Male,Traffic Sign/Signal,5600 Lake Park,African American,Failed to stop at sign,No
1,8/9/2019 1:15 AM,Citation Issued,Female,Traffic Sign/Signal,5500 Lake Park,African American,Failed to stop at sign,No
N/A,8/9/2019 11:40 AM,Verbal Warning,Male,Traffic sign/signal,1226 E. 53rd Street,African American,Disobeyed traffic control device,No
Two Citation Issued,8/9/2019 1:32 PM,Citation Issued,Male,Lane Violation,5134 S. Ingleside,African American,Improper lane usage,No
One Citation Issued,8/9/2019 4:34 PM,Citation Issued,Female,Traffic sign/signal,6100 S. University,African American,Disobeyed Stop Sign,No
N/A,8/9/2019 5:25 PM,Verbal Warning,Male,Lane Violation,1226 E. 53rd Street,Hispanic,Improper lane usage,No
N/A,8/9/2019 9:00 PM,Verbal Warning,Male,Traffic sign/signal,5600 S. Stony Island,African American,Improper  turn,No
N/A,8/9/2019 9:34 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Woodlawn,Caucasian,Disobeyed Stop Sign,No
N/A,8/9/2019 9:55 PM,Verbal Warning,Male,Equipment,5900 S. Harper,African American,No headlights when required,YES
N/A,8/9/2019 11:19 PM,Verbal Warning,Female,Equipment,Ellis & W/B Midway Plaisance,African American,No headlights when required,No
Two Citation Issued,8/10/2019 10:59 AM,Citation Issued,Male,Traffic sign/signal,5500 S. Woodlawn,African American,Disobeyed Stop Sign,No
One Citation Issued,8/10/2019 9:31 PM,Citation Issued,Female,Traffic sign/signal,5700 S. Woodlawn,African American,Red Light Violation,No
N/A,8/10/2019 10:05 PM,Verbal Warning,Male,Equipment,5500 S. Drexel,Hispanic,Missing Tail Light,No
N/A,8/10/2019 11:31 PM,Verbal Warning,Female,License Plate/registration,Stony Island & Midway Plaisance,Caucasian,Expired Plate/Registration,No
N/A,8/11/2019 2:19 PM,Verbal Warning,Male,Equipment,6220 S. Cottage Grove,African American,Failure to Signal,YES
N/A,8/11/2019 2:58 PM,Verbal Warning,Male,Lane Violation,5900 S. University,Caucasian,Wrong way on one way street,No
N/A,8/11/2019 8:13 PM,Verbal Warning,Male,Lane Violation,5600 S. Maryland,African American,Wrong way on one way street,No
N/A,8/11/2019 8:25 PM,Verbal Warning,Male,Equipment,5500 S. Lake Park,African American,Inoperable Headlight,YES
N/A,8/11/2019 9:28 PM,Verbal Warning,Female,Equipment,5500 S. Lake Park,African American,No headlights when required,No
N/A,8/11/2019 9:37 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. University,African American,Red Light Violation,No
N/A,8/11/2019 10:03 PM,Verbal Warning,Female,Lane Violation,5500 S. Lake Park,African American,Improper Passing,No
N/A,8/11/2019 10:38 PM,Verbal Warning,Male,Traffic sign/signal,6300 S. Drexel,African American,Red Light Violation,No
N/A,8/11/2019 11:59 PM,Verbal Warning,Male,Traffic sign/signal,6300 S. Drexel,African American,Red Light Violation,No
One Citation Issued,8/11/2019 11:40 PM,Citation Issued,Male,Lane Violation,5700 S. Everett,African American,No Turn Signal,YES
N/A,8/12/2019 9:37 AM,Verbal Warning,Female,Seatbelt,1441 E.53rd Street,Caucasian,No Seatbelt,No
Two Citation Issued,8/12/2019 9:52 AM,Citation Issued,Male,Moving Violation - Other,5300 S. Dorchester,African American,Cell phone violation,No
One Citation Issued,8/12/2019 11:58 AM,Citation Issued,Female,Moving Violation - Other,5300 S. Greenwood,African American,Cell phone violation,No
N/A,8/12/2019 1:39 PM,Verbal Warning,Male,Lane Violation,5311 S. University,Caucasian,Wrong way on one way street,No
N/A,8/12/2019 6:24 PM,Verbal Warning,Male,Traffic sign/signal,5426 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,8/12/2019 7:12 PM,Verbal Warning,Male,Traffic sign/signal,1375 Midway Plaisance,Hispanic,Disobeyed Stop Sign,No
N/A,8/12/2019 9:03 PM,Verbal Warning,Male,Traffic sign/signal,5300 S. Kimbark,Caucasian,Disobeyed Stop Sign,No
Three Citation Issued,8/12/2019 9:28 PM,Citation Issued,Female,Traffic sign/signal,4810 S. Ellis,African American,Disobeyed Stop Sign,YES
N/A,8/13/2019 12:46 PM,Verbal Warning,Female,Traffic sign/signal,1410 E. 56th Street,Caucasian,Disobeyed Stop Sign,No
N/A,8/13/2019 7:49 PM,Verbal Warning,Male,Traffic sign/signal,4900 S. Ellis,African American,Disobeyed Stop Sign,No
N/A,8/13/2019 7:57 PM,Verbal Warning,Male,Traffic sign/signal,6000 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,8/13/2019 8:04 PM,Verbal Warning,Male,Traffic sign/signal,5400 S. Ellis,Caucasian,Disobeyed Stop Sign,No
N/A,8/13/2019 8:18 PM,Verbal Warning,Male,Traffic sign/signal,4800 S. Greenwood,Caucasian,Disobeyed Stop Sign,No
N/A,8/13/2019 9:17 PM,Verbal Warning,Male,Lane Violation,6000 S. Stony Island,African American,Improper lane usage,No
N/A,8/13/2019 9:30 PM,Verbal Warning,Male,Equipment,5300 S. Dorchester,African American,No headlights when required,No
One Citation Issued,8/13/2019 10:44 PM,Citation Issued,Male,Traffic sign/signal,6000 S. Stony Island,African American,Disobeyed Stop Sign,No
N/A,8/14/2019 5:06 AM,Verbal Warning,Male,Lane Violation,Midway Plaisance & Cornell,African American,Improper lane usage,No
N/A,8/14/2019 11:55 AM,Verbal Warning,Male,Traffic sign/signal,5345 S. Harper,Asian,Disobeyed Stop Sign,No
One Citation Issued,8/14/2019 2:02 PM,Citation Issued,Male,Traffic sign/signal,5357 E. 53rd Street,Asian,Improper  turn,No
N/A,8/14/2019 2:14 PM,Verbal Warning,Male,Traffic sign/signal,1517 E. 53rd Street,African American,Improper  turn,No
N/A,8/14/2019 3:00 PM,Verbal Warning,Male,Traffic sign/signal,1350 E. 55th Street,African American,Disobeyed Stop Sign,No
N/A,8/14/2019 5:02 PM,Verbal Warning,Male,Traffic sign/signal,5700 S. University,Hispanic,Disobeyed Stop Sign,No
N/A,8/14/2019 9:01 PM,Verbal Warning,Male,Equipment,5700 S. Stony Island,African American,Inoperable Headlight,No
N/A,8/14/2019 9:47 PM,Verbal Warning,Female,Equipment,800 E. 53rd Street,African American,No headlights when required,No
N/A,8/14/2019 10:54 PM,Verbal Warning,Female,Traffic sign/signal,5900 S. Ellis,African American,Disobeyed Stop Sign,No
N/A,8/15/2019 2:13 PM,Verbal Warning,Female,Traffic sign/signal,1354 E. 55th Place,African American,Disobeyed Stop Sign,No
N/A,8/15/2019 5:19 PM,Verbal Warning,Male,Seatbelt,5400 S.Woodlawn,African American,No Seatbelt,No
N/A,8/15/2019 7:32 PM,Verbal Warning,Male,Equipment,6000 S. Dorchester,African American,Failure to Signal,No
0,8/16/2019 7:39 AM,Verbal Warning,Male,Moving Violation  � Other,5325 S DORCHESTER,Caucasian,STOP SIGN,No
0,8/16/2019 4:26 PM,Verbal Warning,Male,Moving Violation  � Other,5699 S LAKE PARK,African American,STOP SIGN,No
0,8/16/2019 4:28 PM,Verbal Warning,Male,Moving Violation  � Other,5900 S WOODLAWN,Caucasian,UTILIZING  ELECTRONIC DEVICE,No
0,8/16/2019 8:07 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 S Ellis,African American,Failed to stop at sign,No
2,8/16/2019 9:11 PM,Citation Issued,Female,Equipment,5300 S Kimbark,African American,Driving without headlights,No
0,8/16/2019 10:39 PM,Verbal Warning,Male,Traffic Sign/Signal,4800 S Greenwood,Caucasian,Failed to stop at sign,No
0,8/16/2019 10:49 PM,Verbal Warning,Male,Traffic Sign/Signal,6132 S Ellis,African American,Failed to stop at sign,No
0,8/18/2019 9:42 PM,Verbal Warning,Female,Lane Violation,1628 E 55th,African American,Illegal U-Turn,No
0,8/18/2019 11:24 PM,Verbal Warning,Male,Traffic Sign/Signal,4800 Ellis,Asian,Failed to stop at sign,No
Two Citation Issued,8/19/2019 10:47 AM,Citation Issued,Male,Traffic sign/signal,5500 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,8/19/2019 3:57 PM,Verbal Warning,Male,Traffic sign/signal,5900 S. Stony Island,African American,Disobeyed Stop Sign,No
N/A,8/19/2019 8:11 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Lake Park,African American,Red Light Violation,No
N/A,8/19/2019 8:31 PM,Verbal Warning,Male,Traffic sign/signal,6000 S. Woodlawn,African American,Red Light Violation,No
N/A,8/19/2019 8:37 PM,Verbal Warning,Male,Traffic sign/signal,5800 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,8/19/2019 8:48 PM,Verbal Warning,Male,Equipment,5500 S. Greenwood,African American,No headlights when required,No
N/A,8/19/2019 9:10 PM,Verbal Warning,Female,Equipment,5300 S. Greenwood,African American,Failure to Signal,No
N/A,8/19/2019 11:12 PM,Verbal Warning,Male,Equipment,5252 S. Hyde Park,African American,No headlights when required,No
N/A,8/20/2019 4:09 PM,Verbal Warning,Male,Traffic Sign/Signal,1001 E 59th Street,Asian,Improper lane usage,No
N/A,8/20/2019 6:36 PM,Verbal Warning,Male,Seatbelt,5721 S Maryland,African American,Seat belt violation,Yes
N/A,8/20/2019 8:02 PM,verbal Warning,Male,Lane Violation,6300 S Kenwood,African American,Wrong way on one way,No
N/A,8/20/2019 10:52 PM,Verbal Warning,Male,Traffic Sign/Signal,4937 S Woodlawn,African American,Stop Sign Violation,No
N/A,8/21/2019 6:42 PM,Verbal Warning,Male,Lane Violation,5500 S. Kimbark,African American,Improper turn signal,No
N/A,8/21/2019 11:28 PM,Verbal Warning,Male,Lane Violation,1221 E. 57th Street,African American,Wrong way on one way street,No
N/A,8/22/2019 9:11 AM,Verbal Warning,Female,Traffic sign/signal,5300 S. University,African American,Disobeyed Stop Sign,No
N/A,8/22/2019 9:16 AM,Verbal Warning,Female,Moving Violation - Other,6200 S. Woodlawn,African American,Improper  turn,No
Two Citation Issued,8/22/2019 11:59 AM,Citation Issued,Female,Traffic sign/signal,6100 S. Drexel,African American,Disobeyed Stop Sign,No
N/A,8/22/2019 4:40 PM,Verbal Warning,Male,Traffic sign/signal,6100 S. Cottage Grove,African American,Disobeyed Stop Sign,No
N/A,8/22/2019 5:11 PM,Verbal Warning,Male,Seatbelt,6137 S. Woodlawn,Caucasian,No Seatbelt,No
N/A,8/22/2019 8:00 PM,verbal Warning,Female,Lane Violation,4900 S. Kimbark,African American,Improper overtake of a lane,No
N/A,8/22/2019 9:44 PM,Verbal Warning,Female,Traffic sign/signal,5200 S. Woodlawn,African American,Disobeyed traffic control device,No
N/A,8/22/2019 10:16 PM,verbal Warning,Female,Equipment,5200 S. Cottage Grove,African American,Taillight not functioning,No
N/A,8/23/2019 2:11 AM,Verbal Warning,Female,Traffic sign/signal,6100 S. Ellis,African American,Disobeyed traffic control device,No
N/A,8/23/2019 1:30 PM,Verbal Warning,Male,Traffic sign/signal,1226 E. 53rd Street,African American,Red Light Violation,No
N/A,8/23/2019 1:53 PM,Verbal Warning,Male,Traffic sign/signal,1457 E. 55th Street,Caucasian,Disobeyed Stop Sign,No
N/A,8/23/2019 2:20 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Drexel,African American,Failure to yield to pedestrian in crosswalk,No
N/A,8/23/2019 3:31 PM,verbal Warning,Female,Lane Violation,5500 S. Drexel,African American,Improper overtake of a lane,No
Two Citation Issued,8/23/2019 5:39 PM,Citation Issued,Male,Traffic sign/signal,1100 E. 55th Street,Caucasian,Disobeyed Stop Sign,No
N/A,8/23/2019 8:43 PM,verbal Warning,Female,Lane Violation,5500 S. Ingleside,African American,Improper overtake of a lane,No
N/A,8/24/2019 4:18 AM,Verbal Warning,Male,Lane Violation,1200 & Midway Plaisance,African American,Wrong way on one way street,No
N/A,8/24/2019 9:56 AM,Verbal Warning,Male,Traffic sign/signal,5801 S. Woodlawn,Asian,Disobeyed traffic control device,No
N/A,8/24/2019 12:43 PM,Verbal Warning,Female,Lane Violation,E. Midway Plaisance & Dorchester,African American,Wrong way on one way street,No
N/A,8/24/2019 12:47 PM,Verbal Warning,Female,Lane Violation,E. Midway Plaisance & Blackstone,African American,Wrong way on one way street,No
N/A,8/24/2019 2:13 PM,Verbal Warning,Male,Lane Violation,5100 S. University,Caucasian,Improper turn signal,No
N/A,8/24/2019 3:29 PM,Verbal Warning,Male,Lane Violation,1401 E. Midway Plaisance,African American,Wrong way on one way street,No
N/A,8/24/2019 4:48 PM,Verbal Warning,Female,Lane Violation,5700 S. Everett Ave.,Hispanic,Improper lane usage,No
N/A,8/24/2019 6:01 PM,Verbal Warning,Male,Lane Violation,5518 S. Kenwood,African American,No turn signal,No
N/A,8/24/2019 10:48 PM,Verbal Warning,Male,Lane Violation,5700 S. Blackstone,African American,Wrong way on one way street,No
One Citation Issued,8/24/2019 11:32 PM,Citation Issued,Male,Traffic sign/signal,5300 S. Cornell,African American,Red Light Violation,YES
N/A,8/25/2019 12:52 AM,Verbal Warning,Male,Lane Violation,5630 S. Ellis,African American,Improper lane usage,YES
Two Citation Issued,8/25/2019 8:17 PM,Citation Issued,Male,Traffic sign/signal,5600 S. Cornell,African American,Disobeyed Stop Sign,YES
N/A,8/25/2019 8:46 PM,Verbal Warning,Female,Equipment,5200 S. Lake Park,African American,No headlights when required,No
N/A,8/25/2019 9:19 PM,Verbal Warning,Female,Traffic sign/signal,5600 S. Cottage Grove,African American,Red Light Violation,No
N/A,8/25/2019 9:47 PM,Verbal Warning,Male,Lane Violation,1030 E. 56th Street,Hispanic,Wrong way on one way street,No
N/A,8/25/2019 9:59 PM,Verbal Warning,Female,Lane Violation,6100 S. Cottage Grove,African American,Improper Turn,No
N/A,8/25/2019 10:48 PM,Verbal Warning,Male,Traffic sign/signal,5700 S. Dorchester,African American,Disobeyed Stop Sign,No
N/A,8/25/2019 11:14 PM,Verbal Warning,Male,Lane Violation,5300 S. Blackstone,African American,No turn signal,No
N/A,8/26/2019 2:19 AM,Verbal Warning,Male,Lane Violation,5500 S. Lake Park,African American,No turn signal,No
N/A,8/26/2019 4:36 AM,Verbal Warning,Male,Lane Violation,5500 S. Kenwood,African American,Improper Turn,YES
N/A,8/26/2019 10:01 PM,Verbal Warning,Male,Traffic sign/signal,4900 S. Ellis,African American,Disobeyed Stop Sign,No
N/A,8/27/2019 1:03 PM,Verbal Warning,Female,Traffic sign/signal,5400 S. Blackstone,Caucasian,Disobeyed Stop Sign,No
